,sentence,aspects_seed,pol
624,what courtesy protocol do we employ when considering new power employees ?,power,0
625,"many , many thanks for all of your help and support on this matter !",support,1
626,the president will then name a new chairman .,president,0
627,the president will then name a new chairman .,chairman,0
628,i would highly recommend you step in quickly offering our services before the decision is made to use someone else .,services,0
629,i recognize the big undertaking that we have going with the employee relations and would not compromise the quality of work that would be needed to be successful .,work,0
630,"also , if enron staff will be doing all the back office/logistics , i 'm assuming some sort of services agreement will be put in place .",services,0
631,"also , if enron staff will be doing all the back office/logistics , i 'm assuming some sort of services agreement will be put in place .",place,0
632,"also , if enron staff will be doing all the back office/logistics , i 'm assuming some sort of services agreement will be put in place .",agreement,0
633,"rick and his team will support enron , s north american business units as well as the caribbean and southern cone regions .",team,0
634,"if a yes vote , then we will proceed immediately with interconnect agreement , etc. .",agreement,0
635,"i intend to stay actively engaged and do whatever i can , but we need help immediately on the regulatory front - the last thing i would want to have happen to the project would be have it held hostage at the governmental approval stage - being proactive now by bringing jose over the wall would be my strong recommendation.please advise .",project,0
636,"carolyn is pursuing an opportunity with sunoco , inc. as their vice president for health , environment and safety and will be making philadelphia her new home base .",opportunity,1
637,"the deal on the table is still salvageable , said michael shames , executive director of the utility consumers ' action network in san diego .",deal,1
638,"the power generation group - pgg - of peco , which remains a subsidiary under the new exelon holding company , is the business unit responsible for managing the fossil and hydro generating stations of the company .",generation,0
639,"the power generation group - pgg - of peco , which remains a subsidiary under the new exelon holding company , is the business unit responsible for managing the fossil and hydro generating stations of the company .",business,0
640,"this npv includes walton 's project returns , the cost of interest on equity , the cost and recovery of ltcts , and the asset management fee .",project,1
641,"this npv includes walton 's project returns , the cost of interest on equity , the cost and recovery of ltcts , and the asset management fee .",cost,-1
642,"this npv includes walton 's project returns , the cost of interest on equity , the cost and recovery of ltcts , and the asset management fee .",interest,-1
643,"however , he would like the last sentence to read , this provision would not apply if employee is employed by an entity that may be acquired by or acquires a company after the effective date of this agreement .",company,0
644,"however , he would like the last sentence to read , this provision would not apply if employee is employed by an entity that may be acquired by or acquires a company after the effective date of this agreement .",agreement,0
645,"enron also has the name recognition , resources and national presence required to make this plan successful .",enron,1
646,"from : 8:30 a.m. to : 6:30 p.m. will you be out of the office in the near future for vacation , leave , etc ?",future,0
647,"as you know , there is a view among some at the cpuc that the negative ctc credits can only be recovered as a bill offset , and is not a cash obligation .",bill,0
648,"chairman franklin dismissed as unfounded the complaints of the merchants , and officials representing alabama and georgia municipal utilities tied to southern co. 's lines say they generally have been treated well .",utilities,0
649,"chairman franklin dismissed as unfounded the complaints of the merchants , and officials representing alabama and georgia municipal utilities tied to southern co. 's lines say they generally have been treated well .",chairman,0
650,ordinary life is a gathering that provides an opportunity to develop an enlightened heart and an awakened mind to the reality of the present moment .,opportunity,1
651,"the secondary question that arises is , if ken is n't comfortable with an endorsement , can enron 's pac support the exploratory effort regardless ?",ken,0
652,"the secondary question that arises is , if ken is n't comfortable with an endorsement , can enron 's pac support the exploratory effort regardless ?",enron,0
653,"after talking w / enron employees , about terrorists attacks , possible cell groups in our own back yard  we are fearful  this is an understatement .",enron,0
654,"once she has these dates , i 'd like to see from 11/00 to 2/01 which may show a change in value also .",value,0
655,"thank you , katherine brown office of the president  coo enron corp. .",president,0
656,"the city had just spent about $ 200 million in public money to build coors field for the colorado rockies baseball team , and was contemplating an even larger expenditure to replace mile high stadium for the nfl 's broncos .",money,0
657,"bradley fischer , president of cms energy oil and gas - cms : nyse - , - profiled here earlier - , said his company will post record production and record income this year , because the fundamentals of the oil and gas business are as good as they have been in his career .",president,0
658,"bradley fischer , president of cms energy oil and gas - cms : nyse - , - profiled here earlier - , said his company will post record production and record income this year , because the fundamentals of the oil and gas business are as good as they have been in his career .",energy,0
659,"bradley fischer , president of cms energy oil and gas - cms : nyse - , - profiled here earlier - , said his company will post record production and record income this year , because the fundamentals of the oil and gas business are as good as they have been in his career .",company,0
660,this really puts ca and the iso on notice that they can not confiscate the power as they seem ready to do  ferc reiterates that the generators can sell power wherever they want because the cap is a cap on iso purchases .,power,0
661,"fms has employed a team of expert software designers and technicians as well as experienced professionals from the financial markets , who together have designed and developed the utp to transform the way the fx product is delivered to end-users .",markets,0
662,"fms has employed a team of expert software designers and technicians as well as experienced professionals from the financial markets , who together have designed and developed the utp to transform the way the fx product is delivered to end-users .",team,1
0,"you 'll have to check in with security in the lobby of our building , but i 'll let them know you and paul are expected so as to expedite the process .",process,-1
1,"baughman and presto have created a number of reports and metrics for the east power group , i would like you to take a look and let me know how they should be changed to reflect the business in the west .",business,0
2,"baughman and presto have created a number of reports and metrics for the east power group , i would like you to take a look and let me know how they should be changed to reflect the business in the west .",power,0
3,"other energy companies , such as dynegy - dyn - and duke energy - duk - , marry significant generation assets with trading floor sophistication , borska conceded .",energy,1
4,"most of the project 's 13,300 poor customers say they ca n't pay .",project,0
5,"most of the project 's 13,300 poor customers say they ca n't pay .",customers,-1
6,"while i took issue with some elements of the story , on balance it was one of the more calm and rational stories on the issue i have seen .",issue,-1
7,"he also suggests that ,  getting to the bottom of the problem , in my view , requires us to begin a proceeding to rescind our approval of the iso as operator of the california grid .",problem,-1
8,"our plan is to give every employee a book , which will have a note of appreciation on the inside cover from ken , jeff and joe .",ken,0
9,"iep has a support if amended position on the bill which has some technical and policy problems , but workable .",policy,-1
10,"iep has a support if amended position on the bill which has some technical and policy problems , but workable .",position,1
11,"iep has a support if amended position on the bill which has some technical and policy problems , but workable .",support,1
12,"iep has a support if amended position on the bill which has some technical and policy problems , but workable .",bill,-1
13,"there is an opportunity for enron to participate with mec in the early development of their company , but it seems the one thing they want is the one thing we also want , people .",development,1
14,"there is an opportunity for enron to participate with mec in the early development of their company , but it seems the one thing they want is the one thing we also want , people .",company,1
15,"there is an opportunity for enron to participate with mec in the early development of their company , but it seems the one thing they want is the one thing we also want , people .",enron,1
16,traders who have shown extremely strong and consistent profitability will  have the opportunity to join this group and to exploit cross-commodity  opportunities with a bias toward structural shifts in markets .,opportunity,1
17,traders who have shown extremely strong and consistent profitability will  have the opportunity to join this group and to exploit cross-commodity  opportunities with a bias toward structural shifts in markets .,markets,0
18,"in the meantime , i will remain active in the global climate change debate to position enron as a constructive player in the public policy arena and as an industry leader in promoting market-driven solutions to the world 's energy and environmental problems .",policy arena,0
19,"in the meantime , i will remain active in the global climate change debate to position enron as a constructive player in the public policy arena and as an industry leader in promoting market-driven solutions to the world 's energy and environmental problems .",enron,1
20,"it is my thought that the price risk question surrounds the 5,000 mmbtu/d o  f the remaining over collected fuel that is not hedged .",price,0
21,an example might be a turbine or other generation installation even on a barge power plant that is in service.,power,1
22,an example might be a turbine or other generation installation even on a barge power plant that is in service.,service,1
23,- interesting that the  information economy '' is centered in a place that 's immune to information . -.,place,-1
24,i will send you a copy of the fmla certification form that paul gonzales developed for use at enron - its basically the same form with the enron logo - .,enron,0
25,"the press release provides :  the agenda will include  unpaid debts , credit and the supply of power . ''.",power,0
26,"overall , the team wi  ll  be rewarded based upon increasing the value of the book , meeting  coverage/deal flow targets and meeting its strategic/growth goals in the  eastern power markets .",value,1
27,"overall , the team wi  ll  be rewarded based upon increasing the value of the book , meeting  coverage/deal flow targets and meeting its strategic/growth goals in the  eastern power markets .",power,1
28,"overall , the team wi  ll  be rewarded based upon increasing the value of the book , meeting  coverage/deal flow targets and meeting its strategic/growth goals in the  eastern power markets .",team,1
29,"just a few days ago , we announced a video-on-demand service we will be providing with blockbuster .",service,0
30,"and its demand for electricity expanded at nearly twice that rate , according to industry figures .",electricity,0
31,nepco is able to complete the revised capital cost estimate on the n1/n2 case by june 9th at the latest - they 're looking at moving it up to the 5th or 6th if they work the weekend - .,cost,-1
32,"the language we inserted in the interior appropriations bill , which has been agreed to by the conferees , forces both agencies to revert back to the published fee schedules , prevents them from implementing any new policies in fy 2001 , and forces them to work with industry and to come up with a common policy for future rent determination .",policy,0
33,"the language we inserted in the interior appropriations bill , which has been agreed to by the conferees , forces both agencies to revert back to the published fee schedules , prevents them from implementing any new policies in fy 2001 , and forces them to work with industry and to come up with a common policy for future rent determination .",policies,0
34,"benefits  health , dental and life in which wayne does not have a problem with continuing to pay their benefits until the end of the year .",problem,-1
35,"epsc is responsible for enron  01 , s internal real estate and office developm  ent  needs , including leasing , space allocations and facility planning , project  and construction management , furniture systems , and office relocation .",project,0
36,being able to package these into an mlp/reit would provide a good exit strategy for these and other investments we may acquire in the future .,future,1
37,"coming from texaco , i feel like i have a good feel for texaco 's short and long term expectations for the partnership , however i would like to dig a little deeper with you on a few of the issues we discussed at the management committee mtg , and a couple of your points in your follow up email to me .",issues,-1
38,"if you would , please let me know via email or phone the most convenient way in which to schedule a meeting with the team who runs your server operations .",team,0
39,please confirm that when you mention the  processing of the eci payments '' you refer to the actual wire transfers and not to the process of confirming the amounts based on the eci-enron contracts - which i hope is complete by now .,process,0
40,please confirm that when you mention the  processing of the eci payments '' you refer to the actual wire transfers and not to the process of confirming the amounts based on the eci-enron contracts - which i hope is complete by now .,contracts,0
41,"i also believe that i am in a fairly unique position in that i am not in an  y  particular  01  political  018 faction  - i really don  01 , t play the political game  01 - i have enough enron options t  hat i  don  01 , t need to - .",position,1
42,"i also believe that i am in a fairly unique position in that i am not in an  y  particular  01  political  018 faction  - i really don  01 , t play the political game  01 - i have enough enron options t  hat i  don  01 , t need to - .",enron,1
43,"this would incorporate acquisitions , development , technology , asset sales , emissions credits  technology , fuel supply and power sales .",development,0
44,"this would incorporate acquisitions , development , technology , asset sales , emissions credits  technology , fuel supply and power sales .",power,0
45,"enron , he said , was interested .",enron,1
46,"we do n't think they 've given up though , and it 's likely an issue of pride at this point .",issue,-1
47,jane wilson will now focus  her attention on enron india and will report to mark as will our government  and regulatory affairs teams serving the apachi region .,mark,0
48,we will then be in a position to feed that information back into the usg so that the president 's meeting with the pm reflects the current state of discussions .,president,0
49,we will then be in a position to feed that information back into the usg so that the president 's meeting with the pm reflects the current state of discussions .,position,0
50,they say they already have sold much of the power they will generate this summer to out-of-state western utilities .,utilities,0
51,they say they already have sold much of the power they will generate this summer to out-of-state western utilities .,power,0
52,"the government has approved the construction of more ipps to meet the demand for electricity , which has grown 12 % compared to the period before the economic crisis .",electricity,0
53,"palo verde represents a great deal about the old , fraying world of regulated utilities and about the supply-demand relationships that california once maintained with the rest of the west .",california,-1
54,"palo verde represents a great deal about the old , fraying world of regulated utilities and about the supply-demand relationships that california once maintained with the rest of the west .",utilities,1
55,"palo verde represents a great deal about the old , fraying world of regulated utilities and about the supply-demand relationships that california once maintained with the rest of the west .",deal,0
56,another issue is lack of government guarantees .,issue,-1
57,"business set-up - tim hermann , roy rodriguez , paul burgener , gregg penman , kevin radous , richard tomaksi , and barbara dillard have toiled diligently and continue to proceed in contracts/policy and procedures between pec/ena/pgl and third parties .",contracts\/policy,1
58,"business set-up - tim hermann , roy rodriguez , paul burgener , gregg penman , kevin radous , richard tomaksi , and barbara dillard have toiled diligently and continue to proceed in contracts/policy and procedures between pec/ena/pgl and third parties .",business,1
59,"second , and on a related point , i think we should be a bit clearer that we ca n't keep this up and absent some major change in the underlying cost of health care we are likely to increase the employee contribution in  03 and beyond .",cost,0
60,"as you may recall , in january a substantial amount of work was done with the attempted rescue effort by the us department of treasury , and the managing down of the trading positions with pge 's unregulated entity .",work,1
61,"while the immediate message is responding to san diego 's situation , this latter group of potential coalition members would go to the larger message - keeping benefits of competitive markets - from a state-wide perspective .",markets,1
62,there is growing support for what has been accomplished and the usg plus others are now hooked on the energy services agenda .,services,1
63,i understand that ken has received a letter from exim about the meeting and referred it to joe .,ken,0
64,"we seek to have enron speak on the subject of the developing competitive market and how that market may be accessible and beneficial to vma 's member manufacturers which include many , if not most , of the large companies residing in virginia .",companies,0
65,"we seek to have enron speak on the subject of the developing competitive market and how that market may be accessible and beneficial to vma 's member manufacturers which include many , if not most , of the large companies residing in virginia .",market,1
66,these changes are consistent with enron 's evolving business strategy and  reflect our continuing commitment to grow the company by maximizing our  financial and intellectual capital .,company,1
67,these changes are consistent with enron 's evolving business strategy and  reflect our continuing commitment to grow the company by maximizing our  financial and intellectual capital .,changes,1
68,these changes are consistent with enron 's evolving business strategy and  reflect our continuing commitment to grow the company by maximizing our  financial and intellectual capital .,business,0
69,"the judge urges the commission to not accept comments from participants , but he acknowledges that all participants want an opportunity to comment .",opportunity,1
70,"pst i 'd like to have access , but i do n't have access to  o '' drive .",access,0
71,"re : c-gas jeff , my team believes that there should be a premium to book in the range we quoted to you  however , i appreciate your interest .",interest,1
72,"re : c-gas jeff , my team believes that there should be a premium to book in the range we quoted to you  however , i appreciate your interest .",team,0
73,"texas ranks fourth in campaign contributions , behind california , new york and the district of columbia , according to the center 's analysis .",california,0
74,"my ambition is that we - but in particular andrea , bob , gerry , tim , tana , dan , neil , myself and possibly suzanne if she can given the work she had already done in this area - all agree to contribute to this and get it done without the need for a formation of a new team or group .",work,1
75,"my ambition is that we - but in particular andrea , bob , gerry , tim , tana , dan , neil , myself and possibly suzanne if she can given the work she had already done in this area - all agree to contribute to this and get it done without the need for a formation of a new team or group .",team,-1
76,"the ideal and most efficient scenario would be to set up the equipment - four terminals - in an office space on 47 , where the equipment will be secure and the public affairs group can still use the office as extra work space .",work,0
77,i plan to insert michael brown into the deal team to focus on the power and fuel oil components .,power,1
78,"but independent economists who have studied such issues , including brad humphreys , an assistant professor at the university of maryland-baltimore county , say development near a stadium usually has a negative impact on development and businesses in other parts of a city .",development,-1
79,"but independent economists who have studied such issues , including brad humphreys , an assistant professor at the university of maryland-baltimore county , say development near a stadium usually has a negative impact on development and businesses in other parts of a city .",issues,-1
80,"the addition of more producing properties in the area that we bring regent , coupled with regent 's horseshoe gallup holdings , which are in direct proximity with the existing four corners power plant and the route of the recently announced sonoran pipeline venture of calpine and kinder morgan , will provide an unequaled opportunity for both companies . ''.",opportunity,1
81,"the addition of more producing properties in the area that we bring regent , coupled with regent 's horseshoe gallup holdings , which are in direct proximity with the existing four corners power plant and the route of the recently announced sonoran pipeline venture of calpine and kinder morgan , will provide an unequaled opportunity for both companies . ''.",companies,0
82,"the addition of more producing properties in the area that we bring regent , coupled with regent 's horseshoe gallup holdings , which are in direct proximity with the existing four corners power plant and the route of the recently announced sonoran pipeline venture of calpine and kinder morgan , will provide an unequaled opportunity for both companies . ''.",power,0
83,he does n't know why the governor would waste taxpayers money to hold a special session . ''.,money,0
84,we are a business where our biggest cost is people and that cost has blown out during the last few years - do we need to think about our biggest cost any differently than we did five years ago ?,cost,-1
85,"if we do n't do this , we are looking at some significant costs to make repairs and upgrades to the system .",costs,-1
86,"if we do n't do this , we are looking at some significant costs to make repairs and upgrades to the system .",system,-1
87,we miss you in the washington community where for years you were so instrumental in promoting the trade agenda both as head of the ibm office and as chair of the us council for international business trade committee .,business,0
88,"true , not everyone is agreeable to enron 's culture or the many different management styles at enron .",enron,-1
89,elizabeth will take over the posting of rates from reyna and mike bodnar will continue billing tw 's customers at least until june 2002 .,customers,0
90," nothing can control escalating costs , but we 're in the best position to protect ourselves . ''.",position,1
91," nothing can control escalating costs , but we 're in the best position to protect ourselves . ''.",costs,-1
92,"ncc power deal - first electricity transaction dear all , enron japan did today their first power transaction , and the first power derivative transaction ever in japan .",power,1
93,"doc meredith aland berlin latham  watkins sears tower , suite 5800 chicago , illinois 60606 phone : -312- 876-7606 fax : -312- 993-9767 e-mail : meredith.berlin@lw.com this email may contain material that is confidential , privileged and/or attorney work product for the sole use of the intended recipient .",work,0
94,i know that i can help enron in this area .,enron,0
95,"letter from mr. lay to ambassador paul bremer advising of enron 's termination of the agreement effective may 20 , 2002 .",agreement,-1
96,"as one midwestern distributor source commented ,  one of the terrible things that happens in our business is that end users demand long-term pricing , beyond what anybody can foresee .",business,-1
97,"the one-day meeting will take place at the cec 's offices in montreal , quebec , canada , and the cec will be happy to cover the costs associated with your attendence at the meeting .",costs,0
98,"the one-day meeting will take place at the cec 's offices in montreal , quebec , canada , and the cec will be happy to cover the costs associated with your attendence at the meeting .",place,0
99,pst hi michelle - it looks as though this will work quite easily now as the breakfast ken originally had scheduled will not take place .,ken,-1
100,"it 's great that these guys want to sell us product , but what 's in it for enron ?",enron,0
101,"as required by the agreement she gave me , i have retained counsel and the proposal is being reviewed by my attorney .",agreement,1
102,"since networks decided to cease operations in that business earlier in the year , i should not think that enron would view anything i might do there as competitive , especially if i were not working directly in the energy space with an enron competitor .",business,0
103,"since networks decided to cease operations in that business earlier in the year , i should not think that enron would view anything i might do there as competitive , especially if i were not working directly in the energy space with an enron competitor .",enron,1
104,"a very distinguished group of speakers is assembling , including senior government officials and senior executives of companies critically involved in the energy value chain .",companies,0
105,"a very distinguished group of speakers is assembling , including senior government officials and senior executives of companies critically involved in the energy value chain .",value,0
106,"as you can see , it 's a relatively brief  overview '' presentation for jeff , not going into much of the detail surrounding , for example , performance criteria and evaluation or job classification - where much of the real work remains - .",work,1
107,"there is no need for you to leave argentina - its up to you , joe and orlando to determine consistent with the business model we are trying to move forward .",business,0
108,"this team will have one income statement , one book and a joint  accountability .",team,0
109,"although not explicit , this requirment may arise as a.ahlstrom adc attempt to obtain  change-in-ownership '' consents from partners , lenders and lessors to complete enron 's acquisition of adc .",enron,1
110,"dtl  type  3dnews  - 04-20 - 06:26 pdt bullhead city , ariz. - ap -  with many opposed to allowing 20 southern california edison to increase power production at the mohave  generating station , the city council wants nevada regulators to meet here .",california,-1
111,"by april , the company will provide at least 175 megawatts  enough electricity to supply 175,000 homes  at times of the day when demand for electricity soars .",electricity,0
112,"by april , the company will provide at least 175 megawatts  enough electricity to supply 175,000 homes  at times of the day when demand for electricity soars .",company,1
113,"gre will be booked tomorrow - ozzie is signing the contracts tonight - , and keyspan dollars will be finalized on thursday .",contracts,1
114,he may be interested in a business venture related to his company ?? i can pull his resume for you if you like .,company,0
115,"their perspectives are very good ... '' clearly , your participation provided much value to the group and we appreciate very much your taking the time to come meet with us and share information .",value,1
116,"this briefing will cover :  the context for the clinton visit , an overview of his planned activities ,  the issues he will discuss with leaders in south asia , and the implications of this visit for the united states .",issues,-1
117,"ees organizational announcement with the proliferation of business units , i would like to nominate myself  to  be president and coo of enron global political origination services .",president,0
118,this will give the traders the leverage needed to create value in these respective regions .,value,1
119,"this will allow you to move money from the four formerly restricted accounts : company matching , union matching , prior matching , and qnec .",money,0
120,there are 2 basic alternatives to consider : replace the existing guaranty to lgi with a new guaranty to fidelity with a specific cap on the tax credit amount - $ 300k  / - - and with the same environmental coverage - up to $ 5mm - as currently exists but restricting it to issues which occurred while they were a partner .,issues,-1
121,"eric/rob , i think we need to see the project with idc come in between 350 to 400/kw to be viable or i need a very detailed analysis of why it costs significantly more than a frame 7 machine in the us markets .",project,-1
122,"it allowed the state 's major  utilities  pacific gas  electric , southern california edison and san  diego gas  electric  to recover 100 % of their unrecovered or  stranded ''  costs for nuclear and hydroelectric plants and for past power purchase  schemes mandated by the california legislature to encourage alternative  sources of energy .",energy,1
123,"it allowed the state 's major  utilities  pacific gas  electric , southern california edison and san  diego gas  electric  to recover 100 % of their unrecovered or  stranded ''  costs for nuclear and hydroelectric plants and for past power purchase  schemes mandated by the california legislature to encourage alternative  sources of energy .",california,1
124,"it allowed the state 's major  utilities  pacific gas  electric , southern california edison and san  diego gas  electric  to recover 100 % of their unrecovered or  stranded ''  costs for nuclear and hydroelectric plants and for past power purchase  schemes mandated by the california legislature to encourage alternative  sources of energy .",utilities,1
125,"i would recommend a maximum of $ 2,000 to go along with our recommendation that she be more attentive to our positions on leading issues .",issues,-1
126,"closing for them on this deal is a little cleaner than pastoria because we have the permits in hand , and it is not as big a bet - smaller asset , existing operation , less political risk , etc. - .",deal,1
127,"fw : expertfinder - the power of who karen and steve , could you take a quick peek at this and let me know if you have any thoughts or concerns ?",power,0
128,"enron 's lawyers were working on an agreement that would substitute enron as the major party in mr. euell 's contract , he said , and were drawing up the letter of credit for $ 93 million that the doe required .",agreement,1
129,"enron 's lawyers were working on an agreement that would substitute enron as the major party in mr. euell 's contract , he said , and were drawing up the letter of credit for $ 93 million that the doe required .",enron,1
130,"pst paul , this make sense to me , but please make sure you are ok with the final position now reflected in the caminus system .",position,0
131,"i am sure ken and jeff , will have a lot to add .",ken,1
132,"shawn  cumberland , president and coo of the caribbean basin unit and his executive  team will carry out the transition process for the caribbean business unit '  s  people and businesses as part of egm .",president,0
133,"shawn  cumberland , president and coo of the caribbean basin unit and his executive  team will carry out the transition process for the caribbean business unit '  s  people and businesses as part of egm .",business,0
134,"shawn  cumberland , president and coo of the caribbean basin unit and his executive  team will carry out the transition process for the caribbean business unit '  s  people and businesses as part of egm .",team,0
135,"davis aides are attempting to negotiate long-term contracts with generators for the remaining third of the power required by the state , sharply reducing the cost of buying power on the expensive spot market .",contracts,1
136,"davis aides are attempting to negotiate long-term contracts with generators for the remaining third of the power required by the state , sharply reducing the cost of buying power on the expensive spot market .",cost,1
137,"davis aides are attempting to negotiate long-term contracts with generators for the remaining third of the power required by the state , sharply reducing the cost of buying power on the expensive spot market .",power,1
138,such ongoing validation should make the impractical deal-by-deal review described below both redundant and unnecessary .,review,-1
139,let 's communicate breathitt 's interest to bone and stay out of it for now .,interest,-1
140,he 'll also be meeting with local reseachers to learn what they 're doing in order to support and potentially fund their work .,work,1
141,so many people have expressed a desire to become know more about the university - it 's new initiatives and successes - that president bush volunteered to host a gathering of 25 ceos and spouses - or a second person in the corporate hierarchy - .,president,0
142,board president kris anderson said it is too early to tell whether it would benefit the district to become so directly involved in the project .,project,0
143,board president kris anderson said it is too early to tell whether it would benefit the district to become so directly involved in the project .,president,0
144,the state remains free of power alerts as reserves stay above  7 percent . ?,power,0
145,affairs needs to justify its existence for internal budgets at enron and thus the benefits of the function are important to quantify .,enron,0
146,john sherriff and ken lay join me in recommending that carol keep her vp  title as she returns to enron .,enron,0
147,one of the issues we are facing is the absence of  floor wardens ''  people who know the procedure and can help it move smoothly if there is a problem .,issues,-1
148,"the obstacles to closure are : - the projected savings have gone from 27 % to 20 % when ge said they wanted more - there is some capital recovery at the end of year ten that ge would have to pay us and they are not yet agreeable to , - the savings include $ 1 million in om savings and it will be very difficult to get to closure with them letting us do the om deal stats are : electricity 230,000 mwh/yr $ 12 million/yr steam 430,000 lbs/yr $ 3 million/yr gas 470,000 mmbtu/yr $ 2 million/yr om $ 3 million/yr total $ 20 million/yr 10 year contract , total contract value $ 200 million .",deal,-1
149,enron 's bank notified my bank last night that the enron check is being returned due to non-payment and that the maker of the check needs to be notified .,enron,-1
150,this session has no bullet points as i wou  ld  like the speaker to address only the latest issues as they see fit .,issues,-1
151,"if pressed : we are not able to comment on specific plans or operations , as it is our  policy not to comment on the details of potential divestitures or  acquisitions .",policy,0
152,"mr. skilling , who had been at enron 11 years , said the depressed stock price was particularly tough to explain to fellow enron employees , many of whom are shareholders .",enron,-1
153,"but steve maviglio , a spokesman for gov. gray davis , said the governor does not believe the money will come from ratepayers ' electric bills .",money,0
154,the kinds of energy management services associated with this deal are now provided by ees .,deal,1
155,"on another note , if you are able to gather any more info on this midwest generation issue , would you please call jeff hodge in our legal department ?",generation,-1
156,"after all , the goal is not to make ge the  world 's most valuable company , '' but to make its shareholders the world 's most richly rewarded .",company,1
157,the process for donating is very easy by simply clicking on the united way  link .,process,1
158,"so as edison and pge spiraled toward bankruptcy in december , cal-iso lost its credit-worthy status , and companies  and their lenders  feared doing business with the agency .",business,-1
159,it may also be interesting for you to give an initial cut on the economics of coal generation - including emissions control - given current power and gas markets and a quick view of the development process .,markets,0
160,it may also be interesting for you to give an initial cut on the economics of coal generation - including emissions control - given current power and gas markets and a quick view of the development process .,power,0
161,we will update this report on a weekly basis .,report,0
162,the region is the domain of huge traditional utilities that control the wires from louisiana to florida and up into appalachia and the carolinas .,utilities,0
163,first thing thursday morning we will stop sweeping any enron facility services - efs - bank account  3 .,enron,-1
164,"the dashboard just went down , i 'm trying to verify that we still have access via the dashboard .",access,0
165," everyone in the west is fighting for megawatts , '' said stephanie mccorkle ,  a spokeswoman for the california independent system operator , which oversee  s the state 's power network .",system,0
166," everyone in the west is fighting for megawatts , '' said stephanie mccorkle ,  a spokeswoman for the california independent system operator , which oversee  s the state 's power network .",power,0
167, calpine 's aggressive turbine procurement program also strengthens calpine 's first-mover advantage as we expand our development program and en  ter new electricity markets across the country . ''.,development,1
168,"please ask mr. radtke to send an invoice to enron , unless there is some better way to handle getting the money to you .",money,0
169,"please ask mr. radtke to send an invoice to enron , unless there is some better way to handle getting the money to you .",enron,0
170,friction between california px and iso markets and other western markets .,markets,-1
171,"in addition to coordinating logistics , i will get briefing packets to your offices monday describing the proposed transaction , deal related issues - details are not likely to come up during the meeting - , key o-i personnel bios , and general information about o-i and its current business , including summary outside financial analysis .",issues,-1
172,"in addition to coordinating logistics , i will get briefing packets to your offices monday describing the proposed transaction , deal related issues - details are not likely to come up during the meeting - , key o-i personnel bios , and general information about o-i and its current business , including summary outside financial analysis .",business,0
173,"if the story is of significant interest , a video clip can be ordered online  as well .",interest,1
174,"the project , which has bee  n  in development since the mid-1990s by high desert power project , llc  01  a  subsidiary of constellation energy group of baltimore , md.  01  will be the f  irst  new major power plant to serve the southern california area in more than a  decade .",development,0
175,"the project , which has bee  n  in development since the mid-1990s by high desert power project , llc  01  a  subsidiary of constellation energy group of baltimore , md.  01  will be the f  irst  new major power plant to serve the southern california area in more than a  decade .",energy,0
176,"the project , which has bee  n  in development since the mid-1990s by high desert power project , llc  01  a  subsidiary of constellation energy group of baltimore , md.  01  will be the f  irst  new major power plant to serve the southern california area in more than a  decade .",california,1
177,"the project , which has bee  n  in development since the mid-1990s by high desert power project , llc  01  a  subsidiary of constellation energy group of baltimore , md.  01  will be the f  irst  new major power plant to serve the southern california area in more than a  decade .",power,0
178,"we thank jack clark , our general counsel , for his arduous pro-bono legal work over the past 15 months that helped make this happen .",work,1
179,"very truly yours , jeanne wilson privileged and confidential : contains attorney-client communications and/or attorney work product - redline - incentive plan.doc - redline - award agreement.doc - word 2nd draft award agreement for enron investment partners incentive plan.doc - word 2nd draft enron economic development corp. .",development,0
180,"very truly yours , jeanne wilson privileged and confidential : contains attorney-client communications and/or attorney work product - redline - incentive plan.doc - redline - award agreement.doc - word 2nd draft award agreement for enron investment partners incentive plan.doc - word 2nd draft enron economic development corp. .",work,0
181,"very truly yours , jeanne wilson privileged and confidential : contains attorney-client communications and/or attorney work product - redline - incentive plan.doc - redline - award agreement.doc - word 2nd draft award agreement for enron investment partners incentive plan.doc - word 2nd draft enron economic development corp. .",enron,0
182,"018 on the basis of such a finding , the cpuc could then ref  use to  allow dwr to collect from ratepayers the costs associated with its power  purchases .",costs,0
183,"018 on the basis of such a finding , the cpuc could then ref  use to  allow dwr to collect from ratepayers the costs associated with its power  purchases .",power,0
184,i 'd be happy to volunteer not to be on the negotiating team .,team,-1
185,one obvious area of interest is how enron has transformed itself over the last ten years to the p/e ratio of 50  we see today .,interest,1
186,one obvious area of interest is how enron has transformed itself over the last ten years to the p/e ratio of 50  we see today .,enron,1
187,"here are some you should be aware of : veical integration in the uk electricity industry - not clear yet that this will result in better/more service , but definitely loss of counter-parties , re-bundling of business before retail unbundling/competition has taken hold -  exxon/mobil - consolidation in the upstream sector in continental europe , which is already concentrated - , veba/viag in germany - probalby okay , assuming thrid-party access is allowed/enhanced to the wires - .",electricity,-1
188,"here are some you should be aware of : veical integration in the uk electricity industry - not clear yet that this will result in better/more service , but definitely loss of counter-parties , re-bundling of business before retail unbundling/competition has taken hold -  exxon/mobil - consolidation in the upstream sector in continental europe , which is already concentrated - , veba/viag in germany - probalby okay , assuming thrid-party access is allowed/enhanced to the wires - .",business,-1
